event_name,genre,location,review,category,sentiment,year
Amit Tandon Standup Mumbai,Comedy,Mumbai,"The performances were good, but the venue was cramped.",Staff & Service,Neutral,2022
Amit Tandon Standup Mumbai,Fashion,Ahmedabad,The performances were underwhelming.,Staff & Service,Negative,2021
Amit Tandon Standup Mumbai,Theatre,Bangalore,The event was well-organized and enjoyable.,Value for Money,Positive,2022
Amit Tandon Standup Mumbai,Comedy,Chennai,It was decent but nothing extraordinary.,Value for Money,Neutral,2021
Amit Tandon Standup Mumbai,Sports,Delhi,Poor sound quality and bad management.,Value for Money,Negative,2019
Amit Tandon Standup Delhi,Theatre,Chennai,The artists were phenomenal!,Content Quality,Positive,2023
Amit Tandon Standup Delhi,Sports,Delhi,"Mixed feelings, some good moments.",Content Quality,Neutral,2019
Amit Tandon Standup Delhi,Music,Ahmedabad,The staff was rude and unhelpful.,Content Quality,Negative,2023
Amit Tandon Standup Delhi,Theatre,Chennai,Amazing performance and great energy!,Venue & Facilities,Positive,2022
Amit Tandon Standup Delhi,Theatre,Jaipur,Had fun but a few things could be improved.,Venue & Facilities,Neutral,2019
Amit Tandon Standup Delhi,Music,Goa,Crowd management was terrible.,Venue & Facilities,Negative,2020
Amit Tandon Standup Delhi,Fashion,Mumbai,The venue was perfect and the staff was very helpful.,Staff & Service,Positive,2021
Amit Tandon Standup Delhi,Theatre,Delhi,"The event was alright, but not exceptional.",Staff & Service,Neutral,2021
Amit Tandon Standup Delhi,Comedy,Ahmedabad,Crowd management was terrible.,Staff & Service,Negative,2019
Amit Tandon Standup Delhi,Sports,Ahmedabad,Absolutely magical experience!,Value for Money,Positive,2022
Amit Tandon Standup Delhi,Sports,Jaipur,"Decent experience, but not worth the hype.",Value for Money,Neutral,2020
Amit Tandon Standup Delhi,Music,Goa,Disappointed with the organization.,Value for Money,Negative,2021
Amit Tandon Standup Pune,Sports,Jaipur,Absolutely magical experience!,Content Quality,Positive,2020
Amit Tandon Standup Pune,Theatre,Goa,"It was okay, but I expected more.",Content Quality,Neutral,2021
Amit Tandon Standup Pune,Music,Delhi,Not worth the money spent.,Content Quality,Negative,2020
Amit Tandon Standup Pune,Fashion,Mumbai,"Great value for money, would attend again!",Venue & Facilities,Positive,2021
Amit Tandon Standup Pune,Sports,Kolkata,"The performances were good, but the venue was cramped.",Venue & Facilities,Neutral,2022
Amit Tandon Standup Pune,Music,Jaipur,Expected better performances.,Venue & Facilities,Negative,2020
Amit Tandon Standup Pune,Music,Mumbai,"Loved the experience, highly recommended!",Staff & Service,Positive,2020
Amit Tandon Standup Pune,Sports,Pune,Okayish experience overall.,Staff & Service,Neutral,2019
Amit Tandon Standup Pune,Music,Ahmedabad,Disappointed with the organization.,Staff & Service,Negative,2020
Amit Tandon Standup Pune,Music,Chennai,"Stellar show, exceeded expectations!",Value for Money,Positive,2023
Amit Tandon Standup Pune,Fashion,Goa,"Mixed feelings, some good moments.",Value for Money,Neutral,2022
Amit Tandon Standup Pune,Comedy,Goa,Expected better performances.,Value for Money,Negative,2019
Gaurav Kapoor Standup Mumbai,Sports,Hyderabad,The artists were phenomenal!,Content Quality,Positive,2023
Gaurav Kapoor Standup Mumbai,Music,Chennai,"The event was alright, but not exceptional.",Content Quality,Neutral,2020
Gaurav Kapoor Standup Mumbai,Music,Delhi,Crowd management was terrible.,Content Quality,Negative,2021
Gaurav Kapoor Standup Mumbai,Sports,Goa,"Stellar show, exceeded expectations!",Venue & Facilities,Positive,2021
Gaurav Kapoor Standup Mumbai,Fashion,Kolkata,"Mixed feelings, some good moments.",Venue & Facilities,Neutral,2020
Gaurav Kapoor Standup Mumbai,Sports,Hyderabad,Not worth the money spent.,Venue & Facilities,Negative,2019
Gaurav Kapoor Standup Mumbai,Sports,Chennai,"Stellar show, exceeded expectations!",Staff & Service,Positive,2022
Gaurav Kapoor Standup Mumbai,Comedy,Chennai,It was decent but nothing extraordinary.,Staff & Service,Neutral,2020
Gaurav Kapoor Standup Mumbai,Comedy,Hyderabad,I would not recommend this event to anyone.,Staff & Service,Negative,2019
Gaurav Kapoor Standup Mumbai,Fashion,Hyderabad,"Great value for money, would attend again!",Value for Money,Positive,2020
Gaurav Kapoor Standup Mumbai,Fashion,Ahmedabad,"Decent experience, but not worth the hype.",Value for Money,Neutral,2019
Gaurav Kapoor Standup Mumbai,Music,Delhi,Crowd management was terrible.,Value for Money,Negative,2023
Gaurav Kapoor Standup Delhi,Sports,Pune,The venue was perfect and the staff was very helpful.,Content Quality,Positive,2020
Gaurav Kapoor Standup Delhi,Fashion,Chennai,It was decent but nothing extraordinary.,Content Quality,Neutral,2020
Gaurav Kapoor Standup Delhi,Sports,Chennai,The staff was rude and unhelpful.,Content Quality,Negative,2019
Gaurav Kapoor Standup Delhi,Fashion,Chennai,Absolutely magical experience!,Venue & Facilities,Positive,2021
Gaurav Kapoor Standup Delhi,Music,Chennai,"The event was alright, but not exceptional.",Venue & Facilities,Neutral,2019
Gaurav Kapoor Standup Delhi,Theatre,Delhi,Disappointed with the organization.,Venue & Facilities,Negative,2020
Gaurav Kapoor Standup Delhi,Sports,Chennai,Fantastic vibe and great organization!,Staff & Service,Positive,2020
Gaurav Kapoor Standup Delhi,Sports,Kolkata,Could have been better organized.,Staff & Service,Neutral,2023
Gaurav Kapoor Standup Delhi,Sports,Goa,Not worth the money spent.,Staff & Service,Negative,2019
Gaurav Kapoor Standup Delhi,Comedy,Mumbai,"Stellar show, exceeded expectations!",Value for Money,Positive,2020
Gaurav Kapoor Standup Delhi,Theatre,Goa,"The performances were good, but the venue was cramped.",Value for Money,Neutral,2023
Gaurav Kapoor Standup Delhi,Sports,Kolkata,Not worth the money spent.,Value for Money,Negative,2023
Gaurav Kapoor Standup Bangalore,Music,Goa,"Great value for money, would attend again!",Content Quality,Positive,2023
Gaurav Kapoor Standup Bangalore,Theatre,Bangalore,Had fun but a few things could be improved.,Content Quality,Neutral,2021
Gaurav Kapoor Standup Bangalore,Sports,Delhi,The event was a complete letdown.,Content Quality,Negative,2021
Gaurav Kapoor Standup Bangalore,Music,Jaipur,Fantastic vibe and great organization!,Venue & Facilities,Positive,2021
Gaurav Kapoor Standup Bangalore,Music,Hyderabad,"Mixed feelings, some good moments.",Venue & Facilities,Neutral,2022
Gaurav Kapoor Standup Bangalore,Theatre,Pune,Poor sound quality and bad management.,Venue & Facilities,Negative,2023
Gaurav Kapoor Standup Bangalore,Fashion,Ahmedabad,"Stellar show, exceeded expectations!",Staff & Service,Positive,2023
Gaurav Kapoor Standup Bangalore,Fashion,Hyderabad,"The event was alright, but not exceptional.",Staff & Service,Neutral,2020
Gaurav Kapoor Standup Bangalore,Sports,Delhi,Crowd management was terrible.,Staff & Service,Negative,2022
Gaurav Kapoor Standup Bangalore,Fashion,Mumbai,Absolutely magical experience!,Value for Money,Positive,2023
Gaurav Kapoor Standup Bangalore,Music,Mumbai,"Mixed feelings, some good moments.",Value for Money,Neutral,2022
Gaurav Kapoor Standup Bangalore,Sports,Chennai,The venue was too crowded and uncomfortable.,Value for Money,Negative,2022
Biswa Kalyan Rath Standup Mumbai,Music,Ahmedabad,The artists were phenomenal!,Content Quality,Positive,2020
Biswa Kalyan Rath Standup Mumbai,Sports,Delhi,Could have been better organized.,Content Quality,Neutral,2023
Biswa Kalyan Rath Standup Mumbai,Theatre,Chennai,Crowd management was terrible.,Content Quality,Negative,2019
Biswa Kalyan Rath Standup Mumbai,Fashion,Kolkata,Amazing performance and great energy!,Venue & Facilities,Positive,2019
Biswa Kalyan Rath Standup Mumbai,Theatre,Chennai,"The performances were good, but the venue was cramped.",Venue & Facilities,Neutral,2021
Biswa Kalyan Rath Standup Mumbai,Sports,Mumbai,I would not recommend this event to anyone.,Venue & Facilities,Negative,2020
Biswa Kalyan Rath Standup Mumbai,Theatre,Ahmedabad,The event was well-organized and enjoyable.,Staff & Service,Positive,2020
Biswa Kalyan Rath Standup Mumbai,Sports,Ahmedabad,"The performances were good, but the venue was cramped.",Staff & Service,Neutral,2020
Biswa Kalyan Rath Standup Mumbai,Sports,Mumbai,The staff was rude and unhelpful.,Staff & Service,Negative,2021
Biswa Kalyan Rath Standup Mumbai,Theatre,Ahmedabad,"Stellar show, exceeded expectations!",Value for Money,Positive,2021
Biswa Kalyan Rath Standup Mumbai,Theatre,Pune,It was decent but nothing extraordinary.,Value for Money,Neutral,2021
Biswa Kalyan Rath Standup Mumbai,Sports,Kolkata,The venue was too crowded and uncomfortable.,Value for Money,Negative,2021
Biswa Kalyan Rath Standup Delhi,Comedy,Goa,The event was well-organized and enjoyable.,Content Quality,Positive,2022
Biswa Kalyan Rath Standup Delhi,Fashion,Chennai,"Average event, could be better.",Content Quality,Neutral,2019
Biswa Kalyan Rath Standup Delhi,Music,Hyderabad,I would not recommend this event to anyone.,Content Quality,Negative,2019
Biswa Kalyan Rath Standup Delhi,Fashion,Goa,A night to remember!,Venue & Facilities,Positive,2020
Biswa Kalyan Rath Standup Delhi,Fashion,Hyderabad,"Average event, could be better.",Venue & Facilities,Neutral,2020
Biswa Kalyan Rath Standup Delhi,Theatre,Bangalore,Not worth the money spent.,Venue & Facilities,Negative,2019
Biswa Kalyan Rath Standup Delhi,Theatre,Goa,Fantastic vibe and great organization!,Staff & Service,Positive,2020
Biswa Kalyan Rath Standup Delhi,Fashion,Ahmedabad,Okayish experience overall.,Staff & Service,Neutral,2023
Biswa Kalyan Rath Standup Delhi,Music,Chennai,Not worth the money spent.,Staff & Service,Negative,2022
Biswa Kalyan Rath Standup Delhi,Sports,Jaipur,Fantastic vibe and great organization!,Value for Money,Positive,2023
Biswa Kalyan Rath Standup Delhi,Fashion,Goa,"Decent experience, but not worth the hype.",Value for Money,Neutral,2020
Biswa Kalyan Rath Standup Delhi,Sports,Jaipur,Expected better performances.,Value for Money,Negative,2022
Biswa Kalyan Rath Standup Bangalore,Fashion,Ahmedabad,Absolutely magical experience!,Content Quality,Positive,2019
Biswa Kalyan Rath Standup Bangalore,Fashion,Kolkata,Okayish experience overall.,Content Quality,Neutral,2023
Biswa Kalyan Rath Standup Bangalore,Fashion,Goa,The staff was rude and unhelpful.,Content Quality,Negative,2022
Biswa Kalyan Rath Standup Bangalore,Music,Jaipur,"Loved the experience, highly recommended!",Venue & Facilities,Positive,2020
Biswa Kalyan Rath Standup Bangalore,Sports,Hyderabad,Okayish experience overall.,Venue & Facilities,Neutral,2021
Biswa Kalyan Rath Standup Bangalore,Theatre,Jaipur,The staff was rude and unhelpful.,Venue & Facilities,Negative,2022
Biswa Kalyan Rath Standup Bangalore,Comedy,Bangalore,The artists were phenomenal!,Staff & Service,Positive,2022
Biswa Kalyan Rath Standup Bangalore,Sports,Jaipur,Okayish experience overall.,Staff & Service,Neutral,2019
Biswa Kalyan Rath Standup Bangalore,Comedy,Ahmedabad,The venue was too crowded and uncomfortable.,Staff & Service,Negative,2023
Biswa Kalyan Rath Standup Bangalore,Music,Kolkata,Fantastic vibe and great organization!,Value for Money,Positive,2020
Biswa Kalyan Rath Standup Bangalore,Music,Chennai,Okayish experience overall.,Value for Money,Neutral,2021
Biswa Kalyan Rath Standup Bangalore,Music,Bangalore,The performances were underwhelming.,Value for Money,Negative,2022
Indian Fashion Carnival Mumbai,Sports,Bangalore,A night to remember!,Content Quality,Positive,2020
Indian Fashion Carnival Mumbai,Music,Jaipur,Okayish experience overall.,Content Quality,Neutral,2023
Indian Fashion Carnival Mumbai,Theatre,Hyderabad,Poor sound quality and bad management.,Content Quality,Negative,2020
Indian Fashion Carnival Mumbai,Music,Ahmedabad,The artists were phenomenal!,Venue & Facilities,Positive,2022
Indian Fashion Carnival Mumbai,Sports,Jaipur,"Decent experience, but not worth the hype.",Venue & Facilities,Neutral,2021
Indian Fashion Carnival Mumbai,Comedy,Pune,The performances were underwhelming.,Venue & Facilities,Negative,2019
Indian Fashion Carnival Mumbai,Fashion,Mumbai,"Great value for money, would attend again!",Staff & Service,Positive,2021
Indian Fashion Carnival Mumbai,Fashion,Ahmedabad,Could have been better organized.,Staff & Service,Neutral,2023
Indian Fashion Carnival Mumbai,Fashion,Ahmedabad,Poor sound quality and bad management.,Staff & Service,Negative,2019
Indian Fashion Carnival Mumbai,Music,Chennai,The event was well-organized and enjoyable.,Value for Money,Positive,2023
Indian Fashion Carnival Mumbai,Comedy,Delhi,Okayish experience overall.,Value for Money,Neutral,2023
Indian Fashion Carnival Mumbai,Theatre,Kolkata,Crowd management was terrible.,Value for Money,Negative,2020
Indian Fashion Carnival Delhi,Sports,Hyderabad,Amazing performance and great energy!,Content Quality,Positive,2023
Indian Fashion Carnival Delhi,Music,Goa,Okayish experience overall.,Content Quality,Neutral,2021
Indian Fashion Carnival Delhi,Comedy,Delhi,Expected better performances.,Content Quality,Negative,2023
Indian Fashion Carnival Delhi,Theatre,Ahmedabad,"Loved the experience, highly recommended!",Venue & Facilities,Positive,2019
Indian Fashion Carnival Delhi,Fashion,Hyderabad,Okayish experience overall.,Venue & Facilities,Neutral,2021
Indian Fashion Carnival Delhi,Music,Hyderabad,The staff was rude and unhelpful.,Venue & Facilities,Negative,2021
Indian Fashion Carnival Delhi,Comedy,Mumbai,"Stellar show, exceeded expectations!",Staff & Service,Positive,2021
Indian Fashion Carnival Delhi,Fashion,Ahmedabad,Okayish experience overall.,Staff & Service,Neutral,2023
Indian Fashion Carnival Delhi,Theatre,Ahmedabad,Not worth the money spent.,Staff & Service,Negative,2023
Indian Fashion Carnival Delhi,Comedy,Delhi,The artists were phenomenal!,Value for Money,Positive,2020
Indian Fashion Carnival Delhi,Sports,Jaipur,"It was okay, but I expected more.",Value for Money,Neutral,2019
Indian Fashion Carnival Delhi,Fashion,Hyderabad,Expected better performances.,Value for Money,Negative,2021
Indian Fashion Carnival Bangalore,Sports,Chennai,The venue was perfect and the staff was very helpful.,Content Quality,Positive,2023
Indian Fashion Carnival Bangalore,Sports,Pune,"The performances were good, but the venue was cramped.",Content Quality,Neutral,2019
Indian Fashion Carnival Bangalore,Comedy,Ahmedabad,I would not recommend this event to anyone.,Content Quality,Negative,2019
Indian Fashion Carnival Bangalore,Theatre,Chennai,Amazing performance and great energy!,Venue & Facilities,Positive,2023
Indian Fashion Carnival Bangalore,Theatre,Kolkata,Okayish experience overall.,Venue & Facilities,Neutral,2021
Indian Fashion Carnival Bangalore,Sports,Jaipur,Not worth the money spent.,Venue & Facilities,Negative,2019
Indian Fashion Carnival Bangalore,Fashion,Mumbai,"Great value for money, would attend again!",Staff & Service,Positive,2022
Indian Fashion Carnival Bangalore,Fashion,Delhi,"Average event, could be better.",Staff & Service,Neutral,2021
Indian Fashion Carnival Bangalore,Sports,Hyderabad,The venue was too crowded and uncomfortable.,Staff & Service,Negative,2020
Indian Fashion Carnival Bangalore,Music,Ahmedabad,The artists were phenomenal!,Value for Money,Positive,2023
Indian Fashion Carnival Bangalore,Music,Bangalore,Could have been better organized.,Value for Money,Neutral,2020
Indian Fashion Carnival Bangalore,Comedy,Pune,The performances were underwhelming.,Value for Money,Negative,2019
Classical Night with Pandit Jasraj Mumbai,Comedy,Mumbai,The artists were phenomenal!,Content Quality,Positive,2019
Classical Night with Pandit Jasraj Mumbai,Comedy,Goa,It was decent but nothing extraordinary.,Content Quality,Neutral,2021
Classical Night with Pandit Jasraj Mumbai,Comedy,Bangalore,The performances were underwhelming.,Content Quality,Negative,2021
Classical Night with Pandit Jasraj Mumbai,Fashion,Kolkata,"Stellar show, exceeded expectations!",Venue & Facilities,Positive,2022
Classical Night with Pandit Jasraj Mumbai,Sports,Mumbai,"Average event, could be better.",Venue & Facilities,Neutral,2022
Classical Night with Pandit Jasraj Mumbai,Theatre,Kolkata,Poor sound quality and bad management.,Venue & Facilities,Negative,2023
Classical Night with Pandit Jasraj Mumbai,Music,Ahmedabad,The venue was perfect and the staff was very helpful.,Staff & Service,Positive,2021
Classical Night with Pandit Jasraj Mumbai,Music,Delhi,"Average event, could be better.",Staff & Service,Neutral,2019
Classical Night with Pandit Jasraj Mumbai,Music,Delhi,I would not recommend this event to anyone.,Staff & Service,Negative,2020
Classical Night with Pandit Jasraj Mumbai,Music,Hyderabad,"Great value for money, would attend again!",Value for Money,Positive,2020
Classical Night with Pandit Jasraj Mumbai,Comedy,Kolkata,"Average event, could be better.",Value for Money,Neutral,2021
Classical Night with Pandit Jasraj Mumbai,Fashion,Ahmedabad,The performances were underwhelming.,Value for Money,Negative,2022
Classical Night with Pandit Jasraj Delhi,Theatre,Jaipur,"Stellar show, exceeded expectations!",Content Quality,Positive,2019
Classical Night with Pandit Jasraj Delhi,Music,Ahmedabad,"The performances were good, but the venue was cramped.",Content Quality,Neutral,2021
Classical Night with Pandit Jasraj Delhi,Sports,Jaipur,The performances were underwhelming.,Content Quality,Negative,2022
Classical Night with Pandit Jasraj Delhi,Fashion,Goa,The venue was perfect and the staff was very helpful.,Venue & Facilities,Positive,2020
Classical Night with Pandit Jasraj Delhi,Music,Kolkata,"Decent experience, but not worth the hype.",Venue & Facilities,Neutral,2020
Classical Night with Pandit Jasraj Delhi,Fashion,Kolkata,Disappointed with the organization.,Venue & Facilities,Negative,2020
Classical Night with Pandit Jasraj Delhi,Sports,Delhi,"Loved the experience, highly recommended!",Staff & Service,Positive,2021
Classical Night with Pandit Jasraj Delhi,Sports,Hyderabad,Okayish experience overall.,Staff & Service,Neutral,2023
Classical Night with Pandit Jasraj Delhi,Fashion,Hyderabad,Poor sound quality and bad management.,Staff & Service,Negative,2020
Classical Night with Pandit Jasraj Delhi,Music,Hyderabad,"Loved the experience, highly recommended!",Value for Money,Positive,2019
Classical Night with Pandit Jasraj Delhi,Music,Jaipur,Okayish experience overall.,Value for Money,Neutral,2022
Classical Night with Pandit Jasraj Delhi,Sports,Goa,The performances were underwhelming.,Value for Money,Negative,2022
Classical Night with Pandit Jasraj Kolkata,Fashion,Hyderabad,Absolutely magical experience!,Content Quality,Positive,2021
Classical Night with Pandit Jasraj Kolkata,Comedy,Mumbai,It was decent but nothing extraordinary.,Content Quality,Neutral,2020
Classical Night with Pandit Jasraj Kolkata,Fashion,Mumbai,The performances were underwhelming.,Content Quality,Negative,2022
Classical Night with Pandit Jasraj Kolkata,Music,Jaipur,A night to remember!,Venue & Facilities,Positive,2022
Classical Night with Pandit Jasraj Kolkata,Fashion,Ahmedabad,"It was okay, but I expected more.",Venue & Facilities,Neutral,2022
Classical Night with Pandit Jasraj Kolkata,Theatre,Pune,The performances were underwhelming.,Venue & Facilities,Negative,2022
Classical Night with Pandit Jasraj Kolkata,Comedy,Bangalore,"Stellar show, exceeded expectations!",Staff & Service,Positive,2022
Classical Night with Pandit Jasraj Kolkata,Theatre,Hyderabad,"Average event, could be better.",Staff & Service,Neutral,2022
Classical Night with Pandit Jasraj Kolkata,Fashion,Hyderabad,The venue was too crowded and uncomfortable.,Staff & Service,Negative,2021
Classical Night with Pandit Jasraj Kolkata,Fashion,Goa,"Great value for money, would attend again!",Value for Money,Positive,2023
Classical Night with Pandit Jasraj Kolkata,Sports,Jaipur,"Mixed feelings, some good moments.",Value for Money,Neutral,2023
Classical Night with Pandit Jasraj Kolkata,Sports,Ahmedabad,Poor sound quality and bad management.,Value for Money,Negative,2022
Theatre: Mughal-e-Azam Mumbai,Sports,Bangalore,Absolutely magical experience!,Content Quality,Positive,2021
Theatre: Mughal-e-Azam Mumbai,Comedy,Bangalore,Could have been better organized.,Content Quality,Neutral,2020
Theatre: Mughal-e-Azam Mumbai,Sports,Pune,The performances were underwhelming.,Content Quality,Negative,2023
Theatre: Mughal-e-Azam Mumbai,Fashion,Hyderabad,"Loved the experience, highly recommended!",Venue & Facilities,Positive,2019
Theatre: Mughal-e-Azam Mumbai,Sports,Chennai,Had fun but a few things could be improved.,Venue & Facilities,Neutral,2022
Theatre: Mughal-e-Azam Mumbai,Comedy,Chennai,The event was a complete letdown.,Venue & Facilities,Negative,2022
Theatre: Mughal-e-Azam Mumbai,Fashion,Hyderabad,The venue was perfect and the staff was very helpful.,Staff & Service,Positive,2022
Theatre: Mughal-e-Azam Mumbai,Sports,Kolkata,It was decent but nothing extraordinary.,Staff & Service,Neutral,2020
Theatre: Mughal-e-Azam Mumbai,Theatre,Delhi,Crowd management was terrible.,Staff & Service,Negative,2019
Theatre: Mughal-e-Azam Mumbai,Theatre,Kolkata,The venue was perfect and the staff was very helpful.,Value for Money,Positive,2021
Theatre: Mughal-e-Azam Mumbai,Fashion,Mumbai,Had fun but a few things could be improved.,Value for Money,Neutral,2021
Theatre: Mughal-e-Azam Mumbai,Fashion,Jaipur,The staff was rude and unhelpful.,Value for Money,Negative,2020
Theatre: Mughal-e-Azam Delhi,Sports,Goa,The venue was perfect and the staff was very helpful.,Content Quality,Positive,2021
Theatre: Mughal-e-Azam Delhi,Sports,Jaipur,"Decent experience, but not worth the hype.",Content Quality,Neutral,2023
Theatre: Mughal-e-Azam Delhi,Sports,Chennai,Disappointed with the organization.,Content Quality,Negative,2022
Theatre: Mughal-e-Azam Delhi,Theatre,Bangalore,"Stellar show, exceeded expectations!",Venue & Facilities,Positive,2021
Theatre: Mughal-e-Azam Delhi,Music,Chennai,"The performances were good, but the venue was cramped.",Venue & Facilities,Neutral,2019
Theatre: Mughal-e-Azam Delhi,Fashion,Kolkata,The event was a complete letdown.,Venue & Facilities,Negative,2020
Theatre: Mughal-e-Azam Delhi,Fashion,Goa,"Great value for money, would attend again!",Staff & Service,Positive,2021
Theatre: Mughal-e-Azam Delhi,Theatre,Bangalore,It was decent but nothing extraordinary.,Staff & Service,Neutral,2020
Theatre: Mughal-e-Azam Delhi,Fashion,Chennai,The staff was rude and unhelpful.,Staff & Service,Negative,2021
Theatre: Mughal-e-Azam Delhi,Comedy,Chennai,"Great value for money, would attend again!",Value for Money,Positive,2021
Theatre: Mughal-e-Azam Delhi,Theatre,Ahmedabad,"The event was alright, but not exceptional.",Value for Money,Neutral,2019
Theatre: Mughal-e-Azam Delhi,Music,Hyderabad,Not worth the money spent.,Value for Money,Negative,2019
Theatre: Mughal-e-Azam Bangalore,Theatre,Pune,The venue was perfect and the staff was very helpful.,Content Quality,Positive,2021
Theatre: Mughal-e-Azam Bangalore,Comedy,Jaipur,Okayish experience overall.,Content Quality,Neutral,2021
Theatre: Mughal-e-Azam Bangalore,Music,Ahmedabad,The performances were underwhelming.,Content Quality,Negative,2019
Theatre: Mughal-e-Azam Bangalore,Theatre,Mumbai,"Loved the experience, highly recommended!",Venue & Facilities,Positive,2021
Theatre: Mughal-e-Azam Bangalore,Theatre,Jaipur,Had fun but a few things could be improved.,Venue & Facilities,Neutral,2022
Theatre: Mughal-e-Azam Bangalore,Sports,Jaipur,Crowd management was terrible.,Venue & Facilities,Negative,2023
Theatre: Mughal-e-Azam Bangalore,Fashion,Jaipur,Amazing performance and great energy!,Staff & Service,Positive,2022
Theatre: Mughal-e-Azam Bangalore,Fashion,Jaipur,Could have been better organized.,Staff & Service,Neutral,2023
Theatre: Mughal-e-Azam Bangalore,Fashion,Mumbai,The event was a complete letdown.,Staff & Service,Negative,2020
Theatre: Mughal-e-Azam Bangalore,Music,Jaipur,"Great value for money, would attend again!",Value for Money,Positive,2023
Theatre: Mughal-e-Azam Bangalore,Theatre,Hyderabad,It was decent but nothing extraordinary.,Value for Money,Neutral,2019
Theatre: Mughal-e-Azam Bangalore,Comedy,Hyderabad,I would not recommend this event to anyone.,Value for Money,Negative,2022
Gully Boy Music Fest Mumbai,Comedy,Hyderabad,"Stellar show, exceeded expectations!",Content Quality,Positive,2019
Gully Boy Music Fest Mumbai,Sports,Ahmedabad,"Decent experience, but not worth the hype.",Content Quality,Neutral,2020
Gully Boy Music Fest Mumbai,Fashion,Chennai,The performances were underwhelming.,Content Quality,Negative,2019
Gully Boy Music Fest Mumbai,Music,Goa,"Stellar show, exceeded expectations!",Venue & Facilities,Positive,2021
Gully Boy Music Fest Mumbai,Fashion,Bangalore,"The performances were good, but the venue was cramped.",Venue & Facilities,Neutral,2019
Gully Boy Music Fest Mumbai,Theatre,Bangalore,Not worth the money spent.,Venue & Facilities,Negative,2019
Gully Boy Music Fest Mumbai,Sports,Kolkata,The event was well-organized and enjoyable.,Staff & Service,Positive,2019
Gully Boy Music Fest Mumbai,Fashion,Mumbai,"Decent experience, but not worth the hype.",Staff & Service,Neutral,2021
Gully Boy Music Fest Mumbai,Theatre,Hyderabad,Not worth the money spent.,Staff & Service,Negative,2022
Gully Boy Music Fest Mumbai,Sports,Goa,"Great value for money, would attend again!",Value for Money,Positive,2022
Gully Boy Music Fest Mumbai,Comedy,Hyderabad,Okayish experience overall.,Value for Money,Neutral,2021
Gully Boy Music Fest Mumbai,Comedy,Pune,Poor sound quality and bad management.,Value for Money,Negative,2021
Gully Boy Music Fest Delhi,Comedy,Ahmedabad,Absolutely magical experience!,Content Quality,Positive,2022
Gully Boy Music Fest Delhi,Sports,Pune,Okayish experience overall.,Content Quality,Neutral,2022
Gully Boy Music Fest Delhi,Fashion,Delhi,The staff was rude and unhelpful.,Content Quality,Negative,2023
Gully Boy Music Fest Delhi,Theatre,Bangalore,"Great value for money, would attend again!",Venue & Facilities,Positive,2023
Gully Boy Music Fest Delhi,Theatre,Goa,Could have been better organized.,Venue & Facilities,Neutral,2021
Gully Boy Music Fest Delhi,Music,Kolkata,Crowd management was terrible.,Venue & Facilities,Negative,2019
Gully Boy Music Fest Delhi,Fashion,Delhi,"Loved the experience, highly recommended!",Staff & Service,Positive,2021
Gully Boy Music Fest Delhi,Sports,Jaipur,"It was okay, but I expected more.",Staff & Service,Neutral,2019
Gully Boy Music Fest Delhi,Sports,Pune,Not worth the money spent.,Staff & Service,Negative,2020
Gully Boy Music Fest Delhi,Fashion,Pune,The event was well-organized and enjoyable.,Value for Money,Positive,2020
Gully Boy Music Fest Delhi,Music,Ahmedabad,Could have been better organized.,Value for Money,Neutral,2021
Gully Boy Music Fest Delhi,Music,Chennai,Disappointed with the organization.,Value for Money,Negative,2023
Gully Boy Music Fest Bangalore,Fashion,Chennai,"Loved the experience, highly recommended!",Content Quality,Positive,2021
Gully Boy Music Fest Bangalore,Comedy,Goa,Okayish experience overall.,Content Quality,Neutral,2023
Gully Boy Music Fest Bangalore,Sports,Chennai,The event was a complete letdown.,Content Quality,Negative,2023
Gully Boy Music Fest Bangalore,Music,Pune,Amazing performance and great energy!,Venue & Facilities,Positive,2023
Gully Boy Music Fest Bangalore,Sports,Chennai,"Decent experience, but not worth the hype.",Venue & Facilities,Neutral,2019
Gully Boy Music Fest Bangalore,Music,Ahmedabad,The event was a complete letdown.,Venue & Facilities,Negative,2021
Gully Boy Music Fest Bangalore,Comedy,Bangalore,Fantastic vibe and great organization!,Staff & Service,Positive,2022
Gully Boy Music Fest Bangalore,Theatre,Bangalore,"Decent experience, but not worth the hype.",Staff & Service,Neutral,2021
Gully Boy Music Fest Bangalore,Music,Pune,The event was a complete letdown.,Staff & Service,Negative,2019
Gully Boy Music Fest Bangalore,Sports,Pune,"Great value for money, would attend again!",Value for Money,Positive,2022
Gully Boy Music Fest Bangalore,Music,Kolkata,It was decent but nothing extraordinary.,Value for Money,Neutral,2019
Gully Boy Music Fest Bangalore,Sports,Pune,The venue was too crowded and uncomfortable.,Value for Money,Negative,2019
Nucleya Bass Rani Tour Mumbai,Music,Hyderabad,The venue was perfect and the staff was very helpful.,Content Quality,Positive,2020
Nucleya Bass Rani Tour Mumbai,Comedy,Hyderabad,It was decent but nothing extraordinary.,Content Quality,Neutral,2020
Nucleya Bass Rani Tour Mumbai,Comedy,Ahmedabad,Disappointed with the organization.,Content Quality,Negative,2020
Nucleya Bass Rani Tour Mumbai,Comedy,Mumbai,The event was well-organized and enjoyable.,Venue & Facilities,Positive,2020
